driver	Driver_2_cluster_label_2.0	Driver_2_cluster_label_2.1	Driver_3_cluster_label_3.0	Driver_3_cluster_label_3.1	Driver_3_cluster_label_3.2	Driver_4_cluster_label_4.0	Driver_4_cluster_label_4.1	Driver_4_cluster_label_4.2	Driver_4_cluster_label_4.3
ZNF565	7	31	7		31	5	0	3	31
RHOB	7	31	7		31	5	0	3	31
CDC40	7	31	7		31	5	0	3	31
EIF3C	7	30	7		30	5	0	3	30
ING3	7	30	7		30	5	0	3	30
ZNF562	7	30	7		30	5	0	3	30
POLR2C	7	30	7		30	5	0	3	30
ARID1A	7	30	7		30	5	0	3	30
BCL2L1	7	30	7		30	5	0	3	30
NCOA1	7	30	7		30	5	0	3	30
CCT2	7	30	7		30	5	0	3	30
ARF6	7	30	7		30	5	0	3	30
SDC4	7	30	7		30	5	0	3	30
ZNF283	7	30	7		30	5	0	3	30
SMARCA5	7	30	7		30	5	0	3	30
LIG3	7	30	7		30	5	0	3	30
NUP205	7	30	7		30	5	0	3	30
EGR1	7	30	7		30	5	0	3	30
DHX38	7	30	7		30	5	0	3	30
UBE2I	7	30	7		30	5	0	3	30
STX4	7	30	7		30	5	0	3	30
CENPN	7	30	7		30	5	0	3	30
OXT	7	30	7		30	5	0	3	30
EIF2B4	7	30	7		30	5	0	3	30
SUMO2	7	30	7		30	5	0	3	30
BMPR1B	7	30	7		30	5	0	3	30
RELA	7	30	7		30	5	0	3	30
ZNF780B	7	30	7		30	5	0	3	30
POLR1B	7	30	7		30	5	0	3	30
CLP1	7	30	7		30	5	0	3	30
RHOJ	7	30	7		30	5	0	3	30
ANAPC10	7	30	7		30	5	0	3	30
POLR2K	7	30	7		30	5	0	3	30
PCDHB16	7	30	7		30	5	0	3	30
SMARCC1	7	30	7		30	5	0	3	30
RPL36	7	30	7		30	5	0	3	30
ZNF610	7	30	7		30	5	0	3	30
FAT1	7	30	7		30	5	0	3	30
TRADD	7	30	7		30	5	0	3	30
ABL1	7	30	7		30	5	0	3	30
EIF2AK2	7	30	7		30	5	0	3	30
EPAS1	7	30	7		30	5	0	3	30
AKT1	7	30	7		30	5	0	3	30
MED1	7	29	7		29	5	0	3	29
ANAPC5	7	29	7		29	5	0	3	29
HNRNPR	7	29	7		29	5	0	3	29
MAPK9	7	29	7		29	5	0	3	29
NUP155	7	29	7		29	5	0	3	29
RPL13A	7	29	7		29	5	0	3	29
DKC1	7	29	7		29	5	0	3	29
PRKACB	7	29	7		29	5	0	3	29
DCTN1	7	29	7		29	5	0	3	29
ZNF544	7	29	7		29	5	0	3	29
ZNF789	7	29	7		29	5	0	3	29
FOXA2	7	29	7		29	5	0	3	29
CSK	7	29	7		29	5	0	3	29
GNAI1	7	29	7		29	5	0	3	29
EIF3A	7	29	7		29	5	0	3	29
MAPK14	7	29	7		29	5	0	3	29
IRAK1	7	29	7		29	5	0	3	29
ZNF140	7	29	7		29	5	0	3	29
HDAC2	7	29	7		29	5	0	3	29
CREB1	7	29	7		29	5	0	3	29
PCNA	7	29	7		29	5	0	3	29
MTOR	7	29	7		29	5	0	3	29
PRKD1	7	29	7		29	5	0	3	29
IRS1	7	29	7		29	5	0	3	29
ITGAV	7	29	7		29	5	0	3	29
PAK7	7	29	7		29	5	0	3	29
PCM1	7	29	7		29	5	0	3	29
HGS	7	29	7		29	5	0	3	29
DVL3	7	29	7		29	5	0	3	29
DHX15	7	29	7		29	5	0	3	29
NPM1	7	29	7		29	5	0	3	29
ZNF324	7	29	7		29	5	0	3	29
POLR3H	7	29	7		29	5	0	3	29
PSMF1	7	29	7		29	5	0	3	29
ZNF546	7	29	7		29	5	0	3	29
VHL	7	29	7		29	5	0	3	29
ZNF613	7	29	7		29	5	0	3	29
RBAK	7	29	7		29	5	0	3	29
FOXA1	7	29	7		29	5	0	3	29
RPS4Y1	7	29	7		29	5	0	3	29
RHOC	7	29	7		29	5	0	3	29
ZNF157	7	29	7		29	5	0	3	29
RXRA	7	29	7		29	5	0	3	29
STK36	7	29	7		29	5	0	3	29
ADRBK1	7	29	7		29	5	0	3	29
MAX	7	29	7		29	5	0	3	29
PAK2	7	28	7		28	5	0	3	28
TRAF6	7	28	7		28	5	0	3	28
EIF3E	7	28	7		28	5	0	3	28
CAMKK2	7	28	7		28	5	0	3	28
PAK1	7	28	7		28	5	0	3	28
SMAD5	7	28	7		28	5	0	3	28
ZKSCAN5	7	28	7		28	5	0	3	28
SETDB1	7	28	7		28	5	0	3	28
EEF2	7	28	7		28	5	0	3	28
IKBKE	7	28	7		28	5	0	3	28
PPP2R5A	7	28	7		28	5	0	3	28
AKT2	7	28	7		28	5	0	3	28
GSK3B	7	28	7		28	5	0	3	28
PPP3CC	7	28	7		28	5	0	3	28
SYNCRIP	7	28	7		28	5	0	3	28
ZNF383	7	28	7		28	4	0	3	28
ANAPC1	7	28	7		28	4	0	3	28
FOS	7	28	7		28	4	0	3	28
HNRNPK	7	28	7		28	4	0	3	28
PIK3R1	7	28	7		28	4	0	3	28
FES	7	28	7		28	4	0	3	28
KPNB1	7	28	7		28	4	0	3	28
RAC3	7	28	7		28	4	0	3	28
ESR1	7	28	7		28	4	0	3	28
NCOR1	7	28	7		28	4	0	3	28
ZNF311	7	28	7		28	4	0	3	28
IKBKB	7	28	7		28	4	0	3	28
PHKB	7	28	7		28	4	0	3	28
ZNF24	7	28	7		28	4	0	3	28
ZNF558	7	28	7		28	4	0	3	28
RAB8A	7	28	7		28	4	0	3	28
DVL2	7	28	7		28	4	0	3	28
ZNF304	7	28	7		28	4	0	3	28
NCOA6	7	28	7		28	4	0	3	28
XRCC6	7	28	7		28	4	0	3	28
ZNF316	7	28	7		28	4	0	3	28
GRB2	7	28	7		28	4	0	3	28
NMI	7	28	7		28	4	0	3	28
VCL	7	28	7		28	4	0	3	28
LRPPRC	7	28	7		28	4	0	3	28
DCTN6	7	28	7		28	4	0	3	28
HSPA8	7	28	7		28	4	0	3	28
PRKDC	7	28	7		28	4	0	3	28
PDIA3	7	28	7		28	4	0	3	28
ABCE1	7	28	7		28	4	0	3	28
RPS15	7	28	7		28	4	0	3	28
EGFR	7	28	7		28	4	0	3	28
RNPS1	7	28	7		28	4	0	3	28
ZNF517	7	28	7		28	4	0	3	28
MARK2	7	28	7		28	4	0	3	28
EPRS	7	28	7		28	4	0	3	28
SLIT1	7	28	7		28	4	0	3	28
ZNF782	7	28	7		28	4	0	3	28
RAB6C	7	28	7		28	4	0	3	28
PIAS4	7	27	7		27	4	0	3	27
MSH2	7	27	7		27	4	0	3	27
TAF1	7	27	7		27	4	0	3	27
MAP3K7	7	27	7		27	4	0	3	27
PAFAH1B1	7	27	7		27	4	0	3	27
GNB2	7	27	7		27	4	0	3	27
NUP160	7	27	7		27	4	0	3	27
SCAND1	7	27	7		27	4	0	3	27
PLAU	7	27	7		27	4	0	3	27
ZNF671	7	27	7		27	4	0	3	27
EIF3I	7	27	7		27	4	0	3	27
SOS1	7	27	7		27	4	0	3	27
PCNT	7	27	7		27	4	0	3	27
ZNF3	7	27	7		27	4	0	3	27
BCLAF1	7	27	7		27	4	0	3	27
CDKN1B	7	27	7		27	4	0	3	27
TGFB1	7	27	7		27	4	0	3	27
ZNF660	7	27	7		27	4	0	3	27
RPS6KB1	7	27	7		27	4	0	3	27
TRRAP	7	27	7		27	4	0	3	27
ZNF251	7	27	7		27	4	0	3	27
RCC2	7	27	7		27	4	0	3	27
FLNB	7	27	7		27	4	0	3	27
PCDHB9	7	27	7		27	4	0	3	27
AP3D1	7	27	7		27	4	0	3	27
PPAT	7	27	7		27	4	0	3	27
GNAT3	7	27	7		27	4	0	3	27
ZNF835	7	27	7		27	4	0	3	27
FUBP1	7	27	7		27	4	0	3	27
MAP2K1	7	27	7		27	4	0	3	27
NOTCH2	7	27	7		27	4	0	3	27
PPARA	7	27	7		27	4	0	3	27
CCNT1	7	27	7		27	4	0	3	27
PSMC2	7	27	7		27	4	0	3	27
VAV2	6	27	6		27	4	0	3	27
ANXA2	6	27	6		27	4	0	3	27
RPS18	6	27	6		27	4	0	3	27
ZFP30	6	27	6		27	4	0	3	27
POLR1A	6	27	6		27	4	0	3	27
LEF1	6	27	6		27	4	0	3	27
KRAS	6	27	6		27	4	0	3	27
ZNF439	6	27	6		27	4	0	3	27
RHOD	6	27	6		27	4	0	3	27
STK11	6	27	6		27	4	0	3	27
EIF4B	6	27	6		27	4	0	3	27
ZFP62	6	27	6		27	4	0	3	27
OCLN	6	27	6		27	4	0	3	27
HMGB2	6	27	6		27	4	0	3	27
BARD1	6	27	6		27	4	0	3	27
EIF4E	6	27	6		27	4	0	3	27
ZNF79	6	27	6		27	4	0	3	27
JUN	6	27	6		27	4	0	3	27
NCOR2	6	27	6		27	4	0	3	27
RPL11	6	27	6		27	4	0	3	27
VAMP3	6	27	6		27	4	0	3	27
NDEL1	6	27	6		27	4	0	3	27
ZNF425	6	27	6		27	4	0	3	27
MAML3	6	27	6		27	4	0	3	27
STAT6	6	26	6		26	4	0	3	26
DCP2	6	26	6		26	4	0	3	26
ZNF441	6	26	6		26	4	0	3	26
SMARCB1	6	26	6		26	4	0	3	26
CSNK2A1	6	26	6		26	4	0	3	26
CASP8	6	26	6		26	4	0	3	26
BUB1B	6	26	6		26	4	0	3	26
ZNF354A	6	26	6		26	4	0	3	26
NUP62	6	26	6		26	4	0	3	26
CCNT2	6	26	6		26	4	0	3	26
BCL9	6	26	6		26	4	0	3	26
LAMA3	6	26	6		26	4	0	3	26
CSNK1E	6	26	6		26	4	0	3	26
CUL1	6	26	6		26	4	0	3	26
FZD5	6	26	6		26	4	0	3	26
HNRNPF	6	26	6		26	4	0	3	26
E2F3	6	26	6		26	4	0	3	26
NFKB1	6	26	6		26	4	0	3	26
ACVR2A	6	26	6		26	4	0	3	26
HIST1H4A	6	26	6		26	4	0	3	26
CCNB1	6	26	6		26	4	0	3	26
AKAP9	6	26	6		26	4	0	3	26
ZNF662	6	26	6		26	4	0	3	26
EIF3K	6	26	6		26	4	0	3	26
ZNF208	6	26	6		26	4	0	3	26
DHX9	6	26	6		26	4	0	3	26
TAF7	6	26	6		26	4	0	3	26
GNB3	6	26	6		26	4	0	3	26
RPL23	6	26	6		26	4	0	3	26
PCDHB11	6	26	6		26	4	0	3	26
ZNF793	6	26	6		26	4	0	3	26
ZNF552	6	26	6		26	4	0	3	26
POLD2	6	26	6		26	4	0	3	26
CASP3	6	26	6		26	4	0	3	26
COG1	6	26	6		26	4	0	3	26
EIF3D	6	26	6		26	4	0	3	26
SNRPB	6	26	6		26	4	0	3	26
ZNF48	6	26	6		26	4	0	3	26
PSMC3	6	26	6		26	4	0	3	26
SLC25A3	6	26	6		26	4	0	3	26
NCL	6	26	6		26	4	0	3	26
ZNF337	6	26	6		26	4	0	3	26
PAX6	6	26	6		26	4	0	3	26
NRAS	6	26	6		26	4	0	3	26
DLD	6	26	6		26	4	0	3	26
HDAC3	6	26	6		26	4	0	3	26
DVL1	6	26	6		26	4	0	3	26
NTN4	6	26	6		26	4	0	3	26
PRPS1	6	26	6		26	4	0	3	26
SMARCC2	6	26	6		26	4	0	3	26
POLA1	6	26	6		26	4	0	3	26
CLTB	6	26	6		26	4	0	3	26
DDX46	6	26	6		26	4	0	3	26
SMAD7	6	26	6		26	4	0	3	26
STAT5B	6	26	6		26	4	0	3	26
RPL7A	6	26	6		26	4	0	3	26
ZNF668	6	26	6		26	4	0	3	26
ARNT	6	26	6		26	4	0	3	26
HDAC5	6	26	6		26	4	0	3	26
UTRN	6	26	6		26	4	0	3	26
PRKAR1B	6	26	6		26	4	0	3	26
ITGB1	6	26	6		26	4	0	3	26
CDC42	6	26	6		26	4	0	3	26
BCL2	6	26	6		26	4	0	3	26
ERCC3	6	26	6		26	4	0	3	26
PI4KA	6	26	6		26	4	0	3	26
TCF7L1	6	26	6		26	4	0	3	26
MMP14	6	26	6		26	4	0	3	26
IL20RA	6	26	6		26	4	0	3	26
DGKD	6	26	6		26	4	0	3	26
PRPF40A	6	26	6		26	4	0	3	26
ZNF791	6	26	6		26	4	0	3	26
POLR2B	6	26	6		26	4	0	3	26
SIM2	6	25	6		25	4	0	3	25
MTA2	6	25	6		25	4	0	3	25
HNRNPH3	6	25	6		25	4	0	3	25
RPS20	6	25	6		25	4	0	3	25
PCDHA4	6	25	6		25	4	0	3	25
ZNF543	6	25	6		25	4	0	3	25
MAPK12	6	25	6		25	4	0	3	25
UPF3B	6	25	6		25	4	0	3	25
ZNF721	6	25	6		25	4	0	3	25
RAC2	6	25	6		25	4	0	3	25
ZNF133	6	25	6		25	4	0	3	25
ACTG1	6	25	6		25	4	0	3	25
RPL4	6	25	6		25	4	0	3	25
SCMH1	6	25	6		25	4	0	3	25
SEC24B	6	25	6		25	4	0	3	25
RPA1	6	25	6		25	4	0	3	25
HRAS	6	25	6		25	4	0	3	25
TJP1	6	25	6		25	4	0	3	25
RAB5A	6	25	6		25	4	0	3	25
ZNF432	6	25	6		25	4	0	3	25
SMAD4	6	25	6		25	4	0	3	25
RPL13	6	25	6		25	4	0	3	25
WNT4	6	25	6		25	4	0	3	25
TP63	6	25	6		25	4	0	3	25
NUP214	6	25	6		25	4	0	3	25
RPS2	6	25	6		25	4	0	3	25
BAD	6	25	6		25	4	0	3	25
RAC1	6	25	6		25	4	0	3	25
ASH2L	6	25	6		25	4	0	3	25
EFNA2	6	25	6		25	4	0	3	25
ZNF615	6	25	6		25	4	0	3	25
SLC25A6	6	25	6		25	4	0	3	25
RUVBL2	6	25	6		25	4	0	3	25
ZNF268	6	25	6		25	4	0	3	25
EEF1A1	6	25	6		25	4	0	3	25
EDN1	6	25	6		25	4	0	3	25
CIB1	6	25	6		25	4	0	3	25
HNRNPA1	6	25	6		25	4	0	3	25
ZNF768	6	25	6		25	4	0	3	25
BCAR1	6	25	6		25	4	0	3	25
POLR3A	6	25	6		25	4	0	3	25
SEMA6A	6	25	6		25	4	0	3	25
FZD3	6	25	6		25	4	0	3	25
ZNF700	6	25	6		25	4	0	3	25
LPAR1	6	25	6		25	4	0	3	25
ZNF25	6	25	6		25	4	0	3	25
PCDHGB2	6	25	6		25	4	0	3	25
NUPL1	6	25	6		25	4	0	3	25
PCDHGB3	6	25	6		25	4	0	3	25
ZNF121	6	25	6		25	4	0	3	25
PIK3CB	6	25	6		25	4	0	3	25
ELAVL3	6	25	6		25	4	0	3	25
GNG10	6	25	6		25	4	0	3	25
IFNAR1	6	25	6		25	4	0	3	25
ZNF664	6	25	6		25	4	0	3	25
TRIO	6	25	6		25	4	0	3	25
HSPD1	6	25	6		25	4	0	3	25
NUP37	6	25	6		25	4	0	3	25
KARS	6	25	6		25	4	0	3	25
INPP5D	6	25	6		25	4	0	3	25
RARG	6	25	6		25	4	0	3	25
CASP2	6	25	6		25	4	0	3	25
U2AF2	6	25	6		25	4	0	3	25
TAF4B	6	25	6		25	4	0	3	25
ZNF605	6	25	6		25	4	0	3	25
ITGB4	6	25	6		25	4	0	3	25
RPS6KA1	6	25	6		25	4	0	3	25
ZNF845	6	25	6		25	4	0	3	25
LRP5	6	25	6		25	4	0	3	25
IGF1R	6	25	6		25	4	0	3	25
GNAQ	6	25	6		25	4	0	3	25
SMARCD3	6	25	6		25	4	0	3	25
PCDHA9	6	25	6		25	4	0	3	25
ZNF273	6	25	6		25	4	0	3	25
RPL37A	6	25	6		25	4	0	3	25
CYCS	6	25	6		25	4	0	3	25
CSNK1D	6	25	6		25	4	0	3	25
NRL	6	25	6		25	4	0	3	25
BMPR2	6	25	6		25	4	0	3	25
SF3A1	6	25	6		25	4	0	3	25
PTPN11	6	25	6		25	4	0	3	25
CLIP1	6	25	6		25	4	0	3	25
FZD2	6	25	6		25	4	0	3	25
SMARCD1	6	25	6		25	4	0	3	25
GTF2I	6	25	6		25	4	0	3	25
VPS4A	6	25	6		25	4	0	3	25
ZNF514	6	25	6		25	4	0	3	25
ZBTB16	6	25	6		25	4	0	3	25
RHOV	6	25	6		25	4	0	3	25
CAPN1	6	25	6		25	4	0	3	25
PCDHGA1	6	25	6		25	4	0	3	25
ZNF717	6	24	6		24	4	0	3	24
RPL22	6	24	6		24	4	0	3	24
INPPL1	6	24	6		24	4	0	3	24
ZNF135	6	24	6		24	4	0	3	24
MATR3	6	24	6		24	4	0	3	24
CBX4	6	24	6		24	4	0	3	24
TGFBR1	6	24	6		24	4	0	3	24
SHC1	6	24	6		24	4	0	3	24
PSMD4	6	24	6		24	4	0	3	24
RPL17	6	24	6		24	4	0	3	24
DLL3	6	24	6		24	4	0	3	24
ZNF584	6	24	6		24	4	0	3	24
NUDT21	6	24	6		24	4	0	3	24
POLR2F	6	24	6		24	4	0	3	24
HMBS	6	24	6		24	4	0	3	24
KPNA2	6	24	6		24	4	0	3	24
ZNF480	6	24	6		24	4	0	3	24
EIF3G	6	24	6		24	4	0	3	24
GNG4	6	24	6		24	4	0	3	24
SEC24A	6	24	6		24	4	0	3	24
ZNF415	6	24	6		24	4	0	3	24
MED21	6	24	6		24	4	0	3	24
BRF1	6	24	6		24	4	0	3	24
HLA-E	6	24	6		24	4	0	3	24
MED23	6	24	6		24	4	0	3	24
ZNF540	6	24	6		24	4	0	3	24
RPS7	6	24	6		24	4	0	3	24
RPL18A	6	24	6		24	4	0	3	24
ARR3	6	24	6		24	4	0	3	24
HNRNPC	6	24	6		24	4	0	3	24
PRKAB1	6	24	6		24	4	0	3	24
GNG12	6	24	6		24	4	0	3	24
AP2A1	6	24	6		24	4	0	3	24
MED28	6	24	6		24	4	0	3	24
ZNF107	6	24	6		24	4	0	3	24
ZNF559	6	24	6		24	4	0	3	24
PYCARD	6	24	6		24	4	0	3	24
PSMD12	6	24	6		24	4	0	3	24
KPNA1	6	24	6		24	4	0	3	24
DAPK1	6	24	6		24	4	0	3	24
MET	6	24	6		24	4	0	3	24
RPP38	6	24	6		24	4	0	3	24
NFIC	6	24	6		24	4	0	3	24
RIPK2	6	24	6		24	4	0	3	24
SPI1	6	24	6		24	4	0	3	24
PIK3CA	6	24	6		24	4	0	3	24
PPP3CA	6	24	6		24	4	0	3	24
ZNF549	6	24	6		24	4	0	3	24
TFDP1	6	24	6		24	4	0	3	24
DLAT	6	24	6		24	4	0	3	24
NOS3	6	24	6		24	4	0	3	24
NCBP1	6	24	6		24	4	0	3	24
TUBA8	6	24	6		24	4	0	3	24
NOTCH3	6	24	6		24	4	0	3	24
JAK2	6	24	6		24	4	0	3	24
MAPK10	6	24	6		24	4	0	3	24
ZNF732	6	24	6		24	4	0	3	24
FANCD2	6	24	6		24	4	0	3	24
ACACA	6	24	6		24	4	0	3	24
ZFP14	6	24	6		24	4	0	3	24
ZNF98	6	24	6		24	4	0	3	24
SFPQ	6	24	6		24	4	0	3	24
ZFP3	6	24	6		24	4	0	3	24
ZNF12	6	24	6		24	4	0	3	24
NAE1	6	24	6		24	4	0	3	24
SF3B1	6	24	6		24	4	0	3	24
ZNF665	6	24	6		24	4	0	3	24
CPSF6	6	24	6		24	4	0	3	24
ZNF836	6	24	6		24	4	0	3	24
CBX8	6	24	6		24	4	0	3	24
CDK4	6	24	6		24	4	0	3	24
BDP1	6	24	6		24	4	0	3	24
TRAF4	6	24	6		24	4	0	3	24
EIF2S3	6	24	6		24	4	0	3	24
ZNF614	6	24	6		24	4	0	3	24
MCM3	6	24	6		24	4	0	3	24
GTF2H3	6	24	6		24	4	0	3	24
AAAS	6	24	6		24	4	0	3	24
YY1	6	24	6		24	4	0	3	24
ZNF169	6	24	6		24	4	0	3	24
SYNJ2	6	24	6		24	4	0	3	24
CEP57	6	24	6		24	4	0	3	24
PRMT5	6	24	6		24	4	0	3	24
MAPT	6	24	6		24	4	0	3	24
CDK7	6	24	6		24	4	0	3	24
RHOG	6	24	6		24	4	0	3	24
EFNB1	6	24	6		24	4	0	3	24
ZNF16	6	24	6		24	4	0	3	24
ZNF233	6	24	6		24	4	0	3	24
APEX1	6	24	6		24	4	0	3	24
PSMB7	6	24	6		24	4	0	3	24
CLTA	6	24	6		24	4	0	3	24
YWHAE	6	24	6		24	4	0	3	24
CTCF	6	24	6		24	4	0	3	24
ZNF670	6	24	6		24	4	0	3	24
GLI1	6	24	6		24	4	0	3	24
NBN	6	24	6		24	4	0	3	24
GTF2H1	6	24	6		24	3	0	3	24
GTF2A1	6	24	6		24	3	0	3	24
SMAD2	6	24	6		24	3	0	3	24
BAG4	6	24	6		24	3	0	3	24
MAPRE1	6	24	6		24	3	0	3	24
PLRG1	6	24	6		24	3	0	3	24
GTF3C1	6	23	6		23	3	0	3	23
RPL23A	6	23	6		23	3	0	3	23
ETS1	6	23	6		23	3	0	3	23
ADRB2	6	23	6		23	3	0	3	23
GLI3	6	23	6		23	3	0	3	23
ADAM9	6	23	6		23	3	0	3	23
RPS23	6	23	6		23	3	0	3	23
CSTF3	6	23	6		23	3	0	3	23
RANBP2	6	23	6		23	3	0	3	23
ZNF317	6	23	6		23	3	0	3	23
PCDHB2	6	23	6		23	3	0	3	23
PSMA5	6	23	6		23	3	0	3	23
POLR2E	6	23	6		23	3	0	3	23
USF1	6	23	6		23	3	0	3	23
SUPT3H	6	23	6		23	3	0	3	23
ZNF284	6	23	6		23	3	0	3	23
ZNF343	6	23	6		23	3	0	3	23
TUBG2	6	23	6		23	3	0	3	23
POLR2A	6	23	6		23	3	0	3	23
PRPF8	6	23	6		23	3	0	3	23
GRK5	6	23	6		23	3	0	3	23
PARP1	6	23	6		23	3	0	3	23
VCP	6	23	6		23	3	0	3	23
PSIP1	6	23	6		23	3	0	3	23
CKAP5	6	23	6		23	3	0	3	23
COX4I1	5	23	5		23	3	0	3	23
POLR3B	5	23	5		23	3	0	3	23
UBE2M	5	23	5		23	3	0	3	23
FHL2	5	23	5		23	3	0	3	23
PCDHA5	5	23	5		23	3	0	3	23
ARHGDIA	5	23	5		23	3	0	3	23
RAP1B	5	23	5		23	3	0	3	23
TXN	5	23	5		23	3	0	3	23
HNRNPH1	5	23	5		23	3	0	3	23
MAPKAPK3	5	23	5		23	3	0	3	23
